devicetime,latitude,longitude,ac_lat,angle_volante,yaw_rate,rpm,score,anomaly,anomaly_data
2022-12-04 01:00:07.000,"-22,436,345","-68,900,885",0.23,-0.45,-0.01,1100.0,"807,768,115",0,No
2022-12-04 01:00:08.000,"-224,362,616","-689,009,033",-0.51,-0.28,-0.01,1121.0,"10,134,247,691",0,No
2022-12-04 01:00:09.000,"-2,243,618","-689,009,233",-0.55,-0.2,0.0,1127.0,"10,578,514,242",0,No
2022-12-04 01:00:10.000,"-224,360,966","-689,009,383",-0.45,0.14,0.01,1095.0,"9,612,069,572",0,No
2022-12-04 01:00:11.000,"-22,436,015","-68,900,955",1.12,0.26,0.03,1053.0,"2,591,802,697",1,Yes
2022-12-04 01:00:12.000,"-224,359,366","-689,009,683",-0.53,-0.03,0.02,1066.0,"10,247,354,139",0,No
2022-12-04 01:00:13.000,"-224,358,583","-689,009,833",0.1,-0.09,0.0,1052.0,"7,764,736,227",0,No
2022-12-04 01:00:14.000,"-224,357,833","-689,009,983",0.23,0.0,0.01,1055.0,"807,768,115",0,No
2022-12-04 01:00:15.000,"-224,357,083","-689,010,183",0.16,-0.01,0.0,1071.0,"8,090,370,888",0,No
2022-12-04 01:00:16.000,"-224,356,333","-689,010,366",-1.11,0.04,0.0,1084.0,"22,097,916,382",1,Yes
2022-12-04 01:00:18.000,"-224,355,583","-689,010,533",-0.57,0.09,0.0,1088.0,"10,624,935,937",0,No
2022-12-04 01:00:19.000,"-224,354,816","-6,890,107",-0.95,0.12,0.0,1087.0,"18,760,190,913",1,Yes
2022-12-04 01:00:20.000,"-22,435,405","-689,010,866",-0.17,0.12,0.0,1100.0,"6,969,869,696",0,No
2022-12-04 01:00:21.000,"-224,352,466","-689,011,216",-0.35,0.13,0.0,1113.0,"8,240,613,259",0,No
2022-12-04 01:00:22.000,"-2,243,517","-6,890,114",-0.89,-0.25,-0.01,1150.0,"17,215,607,163",1,Yes
2022-12-04 01:00:23.000,"-224,350,883","-68,901,155",0.23,-0.2,0.0,1113.0,"807,768,115",0,No
2022-12-04 01:00:24.000,"-22,435,005","-689,011,716",-0.11,0.28,0.01,1083.0,"7,406,238,886",0,No
2022-12-04 01:00:25.000,"-22,434,925","-689,011,866",0.14,0.39,0.02,1064.0,"805,087,239",0,No
2022-12-04 01:00:26.000,"-224,348,483","-68,901,205",0.02,0.28,0.02,1059.0,"7,904,928,679",0,No
2022-12-04 01:00:27.000,"-224,347,716","-68,901,225",-0.19,0.12,0.01,1064.0,"6,913,741,005",0,No
2022-12-04 01:00:28.000,"-224,346,983","-689,012,483",-1.13,-0.22,-0.02,1079.0,"22,492,153,587",1,Yes
2022-12-04 01:00:29.000,"-22,434,625","-689,012,716",-1.01,-0.33,-0.01,1080.0,"19,966,179,113",1,Yes
2022-12-04 01:00:30.000,"-224,345,466","-689,012,866",-0.39,-0.28,-0.01,1092.0,"8,465,345,214",0,No
2022-12-04 01:00:31.000,"-224,344,683","-68,901,305",0.2,-0.03,0.0,1107.0,"8,846,052,551",0,No
2022-12-04 01:00:32.000,"-2,243,439","-689,013,266",-0.59,-0.28,-0.02,1113.0,"10,749,093,352",0,No
2022-12-04 01:00:33.000,"-224,343,083","-689,013,466",-0.87,-0.28,0.0,1094.0,"16,731,453,676",1,Yes
2022-12-04 01:00:34.000,"-2,243,423","-689,013,666",0.16,-0.38,-0.02,1067.0,"8,090,370,888",0,No
2022-12-04 01:00:35.000,"-224,341,516","-689,013,866",-0.05,-0.37,-0.02,1040.0,"7,694,694,443",0,No
2022-12-04 01:00:36.000,"-22,434,075","-689,014,033",0.62,-0.39,0.0,1010.0,"11,033,048,387",0,No
2022-12-04 01:00:37.000,"-224,340,033","-689,014,216",0.12,-0.29,0.0,979.0,"7,778,901,369",0,No
2022-12-04 01:00:38.000,"-224,339,333","-689,014,366",-0.73,-0.02,0.0,1016.0,"12,715,209,138",0,No
2022-12-04 01:00:39.000,"-224,338,633","-6,890,145",-0.45,0.14,0.0,1407.0,"9,612,069,572",0,No
2022-12-04 01:00:40.000,"-224,337,933","-689,014,616",0.25,0.71,0.02,1342.0,"8,247,216,404",0,No
2022-12-04 01:00:41.000,"-224,337,266","-689,014,766",0.25,1.51,0.06,1256.0,"8,247,216,404",0,No
2022-12-04 01:00:42.000,"-22,433,665","-689,014,916",-0.13,1.89,0.08,1193.0,"7,331,990,095",0,No
2022-12-04 01:00:43.000,"-224,336,166","-68,901,515",0.02,2.49,0.11,1112.0,"7,904,928,679",0,No
2022-12-04 01:00:44.000,"-224,335,683","-689,015,416",0.75,2.65,0.11,1131.0,"12,780,329,783",0,No
2022-12-04 01:00:45.000,"-22,433,525","-689,015,766",0.02,2.68,0.1,1069.0,"7,904,928,679",0,No
2022-12-04 01:00:46.000,"-22,433,485","-689,016,133",-0.79,2.84,0.12,1056.0,"14,313,956,014",0,No
2022-12-04 01:00:47.000,"-224,334,483","-68,901,655",-0.29,2.95,0.11,1034.0,"8,302,432,291",0,No
2022-12-04 01:00:48.000,"-22,433,415","-689,016,983",-0.45,2.89,0.1,998.0,"9,612,069,572",0,No
2022-12-04 01:00:49.000,"-224,333,916","-6,890,175",-0.41,2.46,0.09,937.0,"8,901,747,193",0,No
2022-12-04 01:00:50.000,"-224,333,716","-689,017,983",-1.35,1.25,0.04,1338.0,"27,136,085,251",1,Yes
2022-12-04 01:00:51.000,"-224,333,583","-689,018,433",-0.95,-0.49,0.0,1413.0,"18,760,190,913",1,Yes
2022-12-04 01:00:52.000,"-22,433,345","-689,018,816",-1.47,-1.31,-0.03,1520.0,"29,945,510,114",1,Yes
2022-12-04 01:00:53.000,"-224,333,316","-68,901,925",-1.05,-1.3,-0.03,1623.0,"20,981,651,945",1,Yes
2022-12-04 01:00:54.000,"-22,433,315","-68,901,965",-1.03,-0.45,0.0,1552.0,"20,492,542,099",1,Yes
2022-12-04 01:00:55.000,"-224,332,933","-689,020,083",-0.63,-0.14,0.0,1204.0,"11,011,281,546",0,No
2022-12-04 01:00:56.000,"-2,243,327","-689,020,516",-0.41,0.08,0.01,1209.0,"8,901,747,193",0,No
2022-12-04 01:00:57.000,"-224,332,483","-689,020,966",0.02,0.15,0.01,1214.0,"7,904,928,679",0,No
2022-12-04 01:00:58.000,"-224,332,283","-689,021,433",0.44,0.22,0.0,1219.0,"9,599,283,172",0,No
2022-12-04 01:00:59.000,"-2,243,321","-6,890,219",-1.91,0.21,0.01,1182.0,"38,977,159,778",1,Yes
2022-12-04 01:01:00.000,"-224,331,916","-68,902,235",-0.03,0.09,0.02,1199.0,"7,589,447,784",0,No
2022-12-04 01:01:01.000,"-224,331,716","-689,022,816",-0.55,0.08,0.02,1185.0,"10,578,514,242",0,No
2022-12-04 01:01:02.000,"-2,243,315","-689,023,283",-0.41,0.11,0.01,1127.0,"8,901,747,193",0,No
2022-12-04 01:01:03.000,"-224,331,266","-689,023,716",-0.67,0.53,0.03,1125.0,"11,647,318,053",0,No
2022-12-04 01:01:04.000,"-224,331,016","-689,024,133",0.3,2.18,0.08,1092.0,"8,083,016,842",0,No
2022-12-04 01:01:05.000,"-22,433,085","-689,024,566",1.14,3.95,0.12,1008.0,"26,410,524,503",1,Yes
2022-12-04 01:01:06.000,"-224,330,733","-689,025,016",0.42,5.42,0.15,886.0,"9,154,540,747",0,No
2022-12-04 01:01:07.000,"-22,433,075","-689,025,466",0.28,8.4,0.19,739.0,"8,277,449,754",0,No
2022-12-04 01:01:08.000,"-224,330,816","-68,902,585",0.62,11.08,0.23,809.0,"11,033,048,387",0,No
2022-12-04 01:01:09.000,"-224,330,983","-6,890,262",-0.17,13.06,0.24,779.0,"6,969,869,696",0,No
2022-12-04 01:01:10.000,"-224,331,183","-689,026,466",0.02,12.93,0.2,630.0,"7,904,928,679",0,No
2022-12-04 01:01:11.000,"-22,433,145","-689,026,633",-0.65,11.27,0.11,537.0,"11,107,152,668",0,No
2022-12-04 01:01:12.000,"-2,243,317","-689,026,716",-0.15,9.88,0.04,509.0,"7,289,605,214",0,No
2022-12-04 01:01:13.000,"-224,331,883","-689,026,716",0.14,09.03,0.06,527.0,"805,087,239",0,No
2022-12-04 01:01:14.000,"-224,331,983","-689,026,716",0.28,7.36,0.09,656.0,"8,277,449,754",0,No
2022-12-04 01:01:14.000,"-224,331,983","-689,026,716",-0.01,6.75,0.11,646.0,"7,499,012,288",0,No
2022-12-04 01:01:15.000,"-224,332,066","-689,026,716",0.25,4.15,0.1,1030.0,"8,247,216,404",0,No
2022-12-04 01:01:16.000,"-224,332,233","-689,026,683",0.14,1.29,0.03,1094.0,"805,087,239",0,No
2022-12-04 01:01:17.000,"-2,243,325","-689,026,666",0.12,01.05,0.02,1014.0,"7,778,901,369",0,No
2022-12-04 01:01:18.000,"-224,332,833","-689,026,683",0.14,1.19,0.03,912.0,"805,087,239",0,No
2022-12-04 01:01:19.000,"-224,333,183","-6,890,268",-0.53,0.76,0.01,830.0,"10,247,354,139",0,No
2022-12-04 01:01:20.000,"-224,333,483","-68,902,685",-0.13,0.42,0.0,758.0,"7,331,990,095",0,No
2022-12-04 01:01:21.000,"-22,433,375","-689,026,866",-0.37,0.1,0.0,746.0,"8,235,849,111",0,No
2022-12-04 01:01:22.000,"-224,333,966","-689,026,916",-0.24,-0.6,-0.01,606.0,"7,552,192,304",0,No
2022-12-04 01:01:23.000,"-224,334,166","-689,026,983",0.14,-0.58,0.0,525.0,"805,087,239",0,No
2022-12-04 01:01:24.000,"-22,433,435","-689,027,066",-0.59,-0.52,0.0,507.0,"10,749,093,352",0,No
2022-12-04 01:01:25.000,"-224,334,483","-689,027,083",-0.03,-0.52,0.0,502.0,"7,589,447,784",0,No
2022-12-04 01:01:26.000,"-224,334,566","-689,027,133",-0.05,-0.52,0.0,502.0,"7,694,694,443",0,No
2022-12-04 01:01:27.000,"-2,243,346","-689,027,166",-0.11,-0.44,0.0,501.0,"7,406,238,886",0,No
2022-12-04 01:01:37.000,"-224,334,616","-6,890,272",-0.05,-0.42,0.0,499.0,"7,694,694,443",0,No
2022-12-04 01:01:37.451,"-2,243,346","-689,027,166",0.0,0.0,0.0,0.0,"6,813,183,741",0,No
2022-12-04 01:01:37.624,"-2,243,346","-689,027,166",0.0,0.0,0.0,0.0,"6,813,183,741",0,No
2022-12-04 01:01:38.000,"-224,334,616","-6,890,272",-0.05,-0.42,0.0,500.0,"7,694,694,443",0,No
2022-12-04 01:01:39.000,"-224,334,616","-6,890,272",-0.05,-0.94,0.0,500.0,"7,694,694,443",0,No
2022-12-04 01:01:40.000,"-224,334,616","-6,890,272",-0.35,-1.41,0.0,535.0,"8,240,613,259",0,No
2022-12-04 01:01:41.000,"-224,334,616","-6,890,272",0.1,-1.41,-0.01,697.0,"7,764,736,227",0,No
2022-12-04 01:01:42.000,"-224,334,616","-6,890,272",-0.01,-1.4,-0.02,933.0,"7,499,012,288",0,No
2022-12-04 01:01:52.000,"-224,337,216","-689,028,516",-0.03,0.47,0.01,1125.0,"7,589,447,784",0,No
2022-12-04 01:01:52.380,"-224,334,616","-6,890,272",0.0,0.0,0.0,0.0,"6,813,183,741",0,No
2022-12-04 01:01:52.580,"-224,334,616","-6,890,272",0.0,0.0,0.0,0.0,"6,813,183,741",0,No
2022-12-04 01:01:53.000,"-224,337,516","-689,028,666",-0.13,-0.07,0.0,1038.0,"7,331,990,095",0,No
2022-12-04 01:01:54.000,"-2,243,378","-689,028,783",-0.29,-1.89,-0.03,912.0,"8,302,432,291",0,No
2022-12-04 01:01:55.000,"-22,433,805","-689,028,916",-0.73,-5.37,-0.09,847.0,"12,715,209,138",0,No
2022-12-04 01:01:56.000,"-224,338,233","-689,029,083",-1.09,-8.81,-0.17,816.0,"21,577,816,502",1,Yes
2022-12-04 01:01:57.000,"-2,243,384","-689,029,266",-0.83,-11.99,-0.22,712.0,"15,457,371,062",0,No
2022-12-04 01:01:58.000,"-22,433,845","-689,029,516",-0.21,-13.1,-0.21,656.0,"7,028,291,833",0,No
2022-12-04 01:01:59.000,"-224,338,433","-689,029,766",-0.61,-13.12,-0.21,628.0,"10,743,235,691",0,No
2022-12-04 01:02:00.000,"-2,243,384","-689,030,016",-0.08,-13.09,-0.22,574.0,"7,512,313,795",0,No
2022-12-04 01:02:01.000,"-224,338,266","-689,030,233",-0.17,-13.07,-0.2,557.0,"6,969,869,696",0,No
2022-12-04 01:02:02.000,"-2,243,381","-689,030,383",-0.19,-13.07,-0.18,507.0,"6,913,741,005",0,No
2022-12-04 01:02:03.000,"-2,243,379","-689,030,483",-0.27,-13.05,-0.19,489.0,"7,867,855,512",0,No
2022-12-04 01:02:04.000,"-2,243,377","-68,903,055",0.71,-11.41,-0.14,500.0,"11,049,549,969",0,No
2022-12-04 01:02:05.000,"-224,337,516","-689,030,583",0.8,-7.87,-0.04,498.0,"15,550,880,463",0,No
2022-12-04 01:02:05.000,"-224,337,516","-689,030,583",0.04,-7.57,0.01,498.0,"7,959,955,242",0,No
2022-12-04 01:02:06.000,"-224,337,366","-689,030,583",-0.05,-3.82,0.0,484.0,"7,694,694,443",0,No
2022-12-04 01:02:07.000,"-2,243,373","-6,890,306",-0.43,3.43,0.0,510.0,"936,413,655",0,No
2022-12-04 01:02:08.000,"-224,337,283","-689,030,633",-0.33,8.44,-0.04,503.0,"8,197,389,374",0,No
2022-12-04 01:02:09.000,"-224,337,283","-6,890,306",-0.21,12.27,-0.08,485.0,"7,028,291,833",0,No
2022-12-04 01:02:10.000,"-224,337,316","-68,903,055",-0.13,12.56,-0.08,477.0,"7,331,990,095",0,No
2022-12-04 01:02:12.000,"-224,337,316","-68,903,055",-0.21,14.39,-0.09,473.0,"7,028,291,833",0,No
2022-12-04 01:02:13.000,"-224,337,333","-689,030,416",-0.23,14.52,-0.1,478.0,"7,405,026,519",0,No
2022-12-04 01:02:14.000,"-22,433,735","-689,030,316",-0.29,14.52,-0.11,511.0,"8,302,432,291",0,No
2022-12-04 01:02:15.000,"-2,243,374","-689,030,266",-0.03,12.29,-0.1,520.0,"7,589,447,784",0,No
2022-12-04 01:02:16.000,"-22,433,745","-689,030,166",-0.15,6.87,-0.04,513.0,"7,289,605,214",0,No
2022-12-04 01:02:17.000,"-22,433,745","-689,030,066",-0.21,4.18,-0.03,565.0,"7,028,291,833",0,No
2022-12-04 01:02:18.000,"-224,337,533","-689,029,983",-0.45,3.3,-0.02,604.0,"9,612,069,572",0,No
2022-12-04 01:02:19.000,"-224,337,583","-689,029,916",-0.37,2.66,-0.01,606.0,"8,235,849,111",0,No
2022-12-04 01:02:20.000,"-22,433,765","-689,029,916",0.14,-1.44,0.01,507.0,"805,087,239",0,No
2022-12-04 01:02:21.000,"-2,243,378","-6,890,299",-0.87,0.23,0.0,494.0,"16,731,453,676",1,Yes
2022-12-04 01:02:22.000,"-224,337,866","-689,029,916",-0.93,3.83,-0.01,480.0,"18,119,683,555",1,Yes
2022-12-04 01:02:23.000,"-22,433,795","-689,029,916",-0.71,06.06,-0.03,568.0,"12,248,894,609",0,No
2022-12-04 01:02:24.000,"-224,338,033","-689,029,916",-0.49,09.01,-0.05,500.0,"9,808,135,297",0,No
2022-12-04 01:02:25.000,"-224,338,116","-6,890,299",-0.27,9.64,-0.05,479.0,"7,867,855,512",0,No
2022-12-04 01:02:26.000,"-2,243,382","-689,029,883",0.12,9.64,-0.05,525.0,"7,778,901,369",0,No
2022-12-04 01:02:27.000,"-224,338,316","-689,029,866",-0.05,5.98,-0.02,505.0,"7,694,694,443",0,No
2022-12-04 01:09:58.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:09:59.000,"-22,433,895","-689,029,483",-0.39,1.19,0.0,500.0,"8,465,345,214",0,No
2022-12-04 01:10:00.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:10:01.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:02.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:10:03.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,502.0,"8,197,389,374",0,No
2022-12-04 01:10:04.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,498.0,"8,235,849,111",0,No
2022-12-04 01:10:05.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,498.0,"8,197,389,374",0,No
2022-12-04 01:10:06.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:07.000,"-22,433,895","-689,029,483",-0.29,1.19,0.0,501.0,"8,302,432,291",0,No
2022-12-04 01:10:08.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:10:09.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:10.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,502.0,"8,235,849,111",0,No
2022-12-04 01:10:11.000,"-22,433,895","-689,029,483",-0.29,1.19,0.0,500.0,"8,302,432,291",0,No
2022-12-04 01:10:12.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:13.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,497.0,"8,197,389,374",0,No
2022-12-04 01:10:14.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:10:15.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:10:16.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:10:17.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:10:18.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:19.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:10:20.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:10:21.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:22.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:10:23.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:10:24.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:25.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:26.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:10:27.000,"-22,433,895","-689,029,483",-0.39,1.19,0.0,502.0,"8,465,345,214",0,No
2022-12-04 01:10:28.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:10:29.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,498.0,"8,235,849,111",0,No
2022-12-04 01:10:30.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:31.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:10:32.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:33.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:10:34.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:10:35.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,498.0,"8,235,849,111",0,No
2022-12-04 01:10:36.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:10:46.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:47.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:10:48.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:49.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,501.0,"8,197,389,374",0,No
2022-12-04 01:10:50.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,498.0,"8,197,389,374",0,No
2022-12-04 01:10:51.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:10:52.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,497.0,"8,197,389,374",0,No
2022-12-04 01:10:53.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:54.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:10:56.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:10:57.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:10:58.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,501.0,"8,197,389,374",0,No
2022-12-04 01:10:59.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:11:00.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:11:01.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:02.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,501.0,"8,197,389,374",0,No
2022-12-04 01:11:03.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:11:04.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:05.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:11:06.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:07.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:08.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,498.0,"8,197,389,374",0,No
2022-12-04 01:11:09.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:10.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:11:11.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:12.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,502.0,"8,197,389,374",0,No
2022-12-04 01:11:13.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:14.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:15.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:16.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:17.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:18.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:11:19.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,498.0,"8,197,389,374",0,No
2022-12-04 01:11:20.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:21.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:22.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,496.0,"8,240,613,259",0,No
2022-12-04 01:11:23.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,501.0,"8,197,389,374",0,No
2022-12-04 01:11:24.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:25.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:26.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:27.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,501.0,"8,197,389,374",0,No
2022-12-04 01:11:28.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:29.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:30.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:11:31.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:11:32.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,500.0,"8,235,849,111",0,No
2022-12-04 01:11:33.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:34.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:35.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:36.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:37.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,500.0,"8,197,389,374",0,No
2022-12-04 01:11:38.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,498.0,"8,197,389,374",0,No
2022-12-04 01:11:39.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:40.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:41.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:42.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:11:43.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,499.0,"8,240,613,259",0,No
2022-12-04 01:11:44.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,501.0,"8,235,849,111",0,No
2022-12-04 01:11:45.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,498.0,"8,240,613,259",0,No
2022-12-04 01:11:54.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
2022-12-04 01:11:54.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,500.0,"8,240,613,259",0,No
2022-12-04 01:11:55.000,"-22,433,895","-689,029,483",-0.35,1.19,0.0,501.0,"8,240,613,259",0,No
2022-12-04 01:11:56.000,"-22,433,895","-689,029,483",-0.33,1.19,0.0,499.0,"8,197,389,374",0,No
2022-12-04 01:11:57.000,"-22,433,895","-689,029,483",-0.37,1.19,0.0,499.0,"8,235,849,111",0,No
